date,ndvi,ndre,cire,s2rep,field_id
2026-05-27,,,,,FLD0000
2026-06-01,,,,,FLD0000
2026-06-06,,,,,FLD0000
2026-06-11,,,,,FLD0000
2026-06-16,,,,,FLD0000
2026-06-21,,,,,FLD0000
2026-06-26,,,,,FLD0000
2026-07-01,,,,,FLD0000
2026-07-06,,,,,FLD0000
2026-07-11,,,,,FLD0000
2026-07-16,,,,,FLD0000
2026-07-21,,,,,FLD0000
2026-07-26,,,,,FLD0000
2026-07-31,,,,,FLD0000
2026-08-05,,,,,FLD0000
2026-08-10,,,,,FLD0000
2026-08-15,,,,,FLD0000
2026-08-20,,,,,FLD0000
2026-08-25,0.5648,0.4028,1.2303,721.3253,FLD0000
2026-08-30,0.5581,0.4005,1.2166,721.4167,FLD0000
2026-09-04,0.5515,0.3981,1.2029,721.5080,FLD0000
2026-09-09,0.5448,0.3957,1.1891,721.5993,FLD0000
2026-09-14,,,,,FLD0000
2026-09-19,,,,,FLD0000
2025-06-01,,,,,FLD0001
2025-06-06,,,,,FLD0001
2025-06-11,,,,,FLD0001
2025-06-16,,,,,FLD0001
2025-06-21,,,,,FLD0001
2025-06-26,,,,,FLD0001
2025-07-01,,,,,FLD0001
2025-07-06,,,,,FLD0001
2025-07-11,,,,,FLD0001
2025-07-16,,,,,FLD0001
2025-07-21,,,,,FLD0001
2025-07-26,,,,,FLD0001
2025-07-31,,,,,FLD0001
2025-08-05,,,,,FLD0001
2025-08-10,,,,,FLD0001
2025-08-15,,,,,FLD0001
2025-08-20,,,,,FLD0001
2025-08-25,,,,,FLD0001
2025-08-30,,,,,FLD0001
2025-09-04,,,,,FLD0001
2025-09-09,,,,,FLD0001
2025-09-14,,,,,FLD0001
2025-09-19,,,,,FLD0001
2025-09-24,,,,,FLD0001
2025-09-29,,,,,FLD0001
2025-10-04,,,,,FLD0001
2025-10-09,,,,,FLD0001
2025-10-14,,,,,FLD0001
2025-10-19,,,,,FLD0001
2025-10-24,,,,,FLD0001
2025-10-29,,,,,FLD0001
2025-11-03,,,,,FLD0001
2025-11-08,,,,,FLD0001
2025-11-13,,,,,FLD0001
2025-11-18,,,,,FLD0001
2025-11-23,,,,,FLD0001
2025-11-28,,,,,FLD0001
2025-12-03,,,,,FLD0001
2025-12-08,0.8509,0.4624,1.5911,714.5891,FLD0001
2025-12-13,0.8476,0.4628,1.5926,714.7296,FLD0001
2025-12-18,0.8443,0.4631,1.5941,714.8701,FLD0001
2025-12-23,0.8410,0.4635,1.5956,715.0107,FLD0001
2025-12-28,,,,,FLD0001
2026-01-02,,,,,FLD0001
2026-01-07,,,,,FLD0001
2026-01-12,,,,,FLD0001
2026-01-17,,,,,FLD0001
2026-01-22,,,,,FLD0001
2026-01-27,,,,,FLD0001
2026-02-01,,,,,FLD0001
2026-02-06,,,,,FLD0001
2026-02-11,,,,,FLD0001
2026-02-16,,,,,FLD0001
2026-02-21,,,,,FLD0001
2026-02-26,,,,,FLD0001
2026-03-03,,,,,FLD0001
2026-03-08,,,,,FLD0001
2026-03-13,,,,,FLD0001
2026-03-18,,,,,FLD0001
2026-03-23,,,,,FLD0001
2026-03-28,,,,,FLD0001
2026-04-02,,,,,FLD0001
2026-04-07,,,,,FLD0001
2026-04-12,,,,,FLD0001
2026-04-17,,,,,FLD0001
2026-04-22,,,,,FLD0001
2026-04-27,,,,,FLD0001
2026-05-02,,,,,FLD0001
2026-05-07,,,,,FLD0001
2026-05-12,,,,,FLD0001
2026-05-17,,,,,FLD0001
2026-05-22,,,,,FLD0001
2026-05-27,,,,,FLD0001
2026-06-01,,,,,FLD0001
2026-06-06,,,,,FLD0001
2026-06-11,,,,,FLD0001
2026-06-16,,,,,FLD0001
2026-06-21,,,,,FLD0001
2026-06-26,,,,,FLD0001
2026-07-01,,,,,FLD0001
2026-07-06,,,,,FLD0001
2026-07-11,,,,,FLD0001
2026-07-16,,,,,FLD0001
2026-07-21,,,,,FLD0001
2026-07-26,,,,,FLD0001
2026-07-31,,,,,FLD0001
2026-08-05,,,,,FLD0001
2026-08-10,,,,,FLD0001
2026-08-15,,,,,FLD0001
2026-08-20,,,,,FLD0001
2026-08-25,0.6793,0.4814,1.6694,721.8958,FLD0001
2026-08-30,0.6760,0.4818,1.6709,722.0364,FLD0001
2026-09-04,0.6727,0.4821,1.6724,722.1769,FLD0001
2026-09-09,0.6694,0.4825,1.6739,722.3174,FLD0001
2026-09-14,,,,,FLD0001
2026-09-19,,,,,FLD0001
2025-06-01,,,,,FLD0002
2025-06-06,,,,,FLD0002
2025-06-11,,,,,FLD0002
2025-06-16,,,,,FLD0002
2025-06-21,,,,,FLD0002
2025-06-26,,,,,FLD0002
2025-07-01,,,,,FLD0002
2025-07-06,,,,,FLD0002
2025-07-11,,,,,FLD0002
2025-07-16,,,,,FLD0002
2025-07-21,,,,,FLD0002
2025-07-26,,,,,FLD0002
2025-07-31,,,,,FLD0002
2025-08-05,,,,,FLD0002
2025-08-10,,,,,FLD0002
2025-08-15,,,,,FLD0002
2025-08-20,,,,,FLD0002
2025-08-25,,,,,FLD0002
2025-08-30,,,,,FLD0002
2025-09-04,,,,,FLD0002
2025-09-09,,,,,FLD0002
2025-09-14,,,,,FLD0002
2025-09-19,,,,,FLD0002
2025-09-24,,,,,FLD0002
2025-09-29,,,,,FLD0002
2025-10-04,,,,,FLD0002
2025-10-09,,,,,FLD0002
2025-10-14,,,,,FLD0002
2025-10-19,,,,,FLD0002
2025-10-24,,,,,FLD0002
2025-10-29,,,,,FLD0002
2025-11-03,,,,,FLD0002
2025-11-08,,,,,FLD0002
2025-11-13,,,,,FLD0002
2025-11-18,,,,,FLD0002
2025-11-23,,,,,FLD0002
2025-11-28,,,,,FLD0002
2025-12-03,,,,,FLD0002
2025-12-08,0.8145,0.4590,1.5531,714.9296,FLD0002
2025-12-13,0.8095,0.4587,1.5489,715.0353,FLD0002
2025-12-18,0.8045,0.4583,1.5447,715.1410,FLD0002
2025-12-23,0.7994,0.4580,1.5404,715.2467,FLD0002
2025-12-28,,,,,FLD0002
2026-01-02,,,,,FLD0002
2026-01-07,,,,,FLD0002
2026-01-12,,,,,FLD0002
2026-01-17,,,,,FLD0002
2026-01-22,,,,,FLD0002
2026-01-27,,,,,FLD0002
2026-02-01,,,,,FLD0002
2026-02-06,,,,,FLD0002
2026-02-11,,,,,FLD0002
2026-02-16,,,,,FLD0002
2026-02-21,,,,,FLD0002
2026-02-26,0.7342,0.4533,1.4855,716.6208,FLD0002
2026-03-03,0.7295,0.4530,1.4804,716.7131,FLD0002
2026-03-08,0.7244,0.4526,1.4764,716.8221,FLD0002
2026-03-13,0.7185,0.4522,1.4753,716.9763,FLD0002
2026-03-18,0.7115,0.4518,1.4778,717.1872,FLD0002
2026-03-23,0.7035,0.4513,1.4836,717.4500,FLD0002
2026-03-28,0.6950,0.4508,1.4913,717.7428,FLD0002
2026-04-02,0.6866,0.4503,1.4984,718.0273,FLD0002
2026-04-07,0.6783,0.4497,1.5054,718.3084,FLD0002
2026-04-12,0.6715,0.4500,1.5131,718.4567,FLD0002
2026-04-17,0.6637,0.4504,1.5333,718.8875,FLD0002
2026-04-22,0.6492,0.4466,1.5339,719.6626,FLD0002
2026-04-27,0.6240,0.4352,1.4752,720.5580,FLD0002
2026-05-02,0.5927,0.4179,1.3707,721.3351,FLD0002
2026-05-07,0.5591,0.3950,1.2488,722.0618,FLD0002
2026-05-12,0.5394,0.3809,1.1435,721.6126,FLD0002
2026-05-17,0.5361,0.3798,1.0963,720.5207,FLD0002
2026-05-22,0.5425,0.3868,1.0897,719.2964,FLD0002
2026-05-27,0.5510,0.3961,1.0907,718.2736,FLD0002
2026-06-01,0.5579,0.4034,1.1004,717.7957,FLD0002
2026-06-06,0.5584,0.4033,1.1145,718.1812,FLD0002
2026-06-11,0.5594,0.4038,1.1269,718.4472,FLD0002
2026-06-16,,,,,FLD0002
2026-06-21,,,,,FLD0002
2026-06-26,,,,,FLD0002
2026-07-01,,,,,FLD0002
2026-07-06,,,,,FLD0002
2026-07-11,,,,,FLD0002
2026-07-16,,,,,FLD0002
2026-07-21,,,,,FLD0002
2026-07-26,,,,,FLD0002
2026-07-31,,,,,FLD0002
2026-08-05,,,,,FLD0002
2026-08-10,,,,,FLD0002
2026-08-15,,,,,FLD0002
2026-08-20,,,,,FLD0002
2026-08-25,0.5820,0.4209,1.3042,721.2939,FLD0002
2026-08-30,0.5835,0.4220,1.3160,721.4837,FLD0002
2026-09-04,0.5850,0.4232,1.3278,721.6735,FLD0002
2026-09-09,0.5865,0.4243,1.3396,721.8632,FLD0002
2026-09-14,,,,,FLD0002
2026-09-19,,,,,FLD0002
2025-06-01,,,,,FLD0003
2025-06-06,,,,,FLD0003
2025-06-11,,,,,FLD0003
2025-06-16,,,,,FLD0003
2025-06-21,,,,,FLD0003
2025-06-26,,,,,FLD0003
2025-07-01,,,,,FLD0003
2025-07-06,,,,,FLD0003
2025-07-11,,,,,FLD0003
2025-07-16,,,,,FLD0003
2025-07-21,,,,,FLD0003
2025-07-26,,,,,FLD0003
2025-07-31,,,,,FLD0003
2025-08-05,,,,,FLD0003
2025-08-10,,,,,FLD0003
2025-08-15,,,,,FLD0003
2025-08-20,,,,,FLD0003
2025-08-25,,,,,FLD0003
2025-08-30,,,,,FLD0003
2025-09-04,,,,,FLD0003
2025-09-09,,,,,FLD0003
2025-09-14,,,,,FLD0003
2025-09-19,,,,,FLD0003
2025-09-24,,,,,FLD0003
2025-09-29,,,,,FLD0003
2025-10-04,,,,,FLD0003
2025-10-09,,,,,FLD0003
2025-10-14,,,,,FLD0003
2025-10-19,,,,,FLD0003
2025-10-24,,,,,FLD0003
2025-10-29,,,,,FLD0003
2025-11-03,,,,,FLD0003
2025-11-08,,,,,FLD0003
2025-11-13,,,,,FLD0003
2025-11-18,,,,,FLD0003
2025-11-23,,,,,FLD0003
2025-11-28,,,,,FLD0003
2025-12-03,,,,,FLD0003
2025-12-08,0.7234,0.4053,1.1183,713.6127,FLD0003
2025-12-13,0.7409,0.4113,1.1256,713.2830,FLD0003
2025-12-18,0.7542,0.4158,1.1287,712.9801,FLD0003
2025-12-23,0.7635,0.4189,1.1277,712.7039,FLD0003
2025-12-28,0.7735,0.4222,1.1274,712.4224,FLD0003
2026-01-02,0.7682,0.4169,1.0856,711.7265,FLD0003
2026-01-07,0.7602,0.4190,1.1080,712.2913,FLD0003
2026-01-12,0.7458,0.4243,1.1682,713.8804,FLD0003
2026-01-17,0.7088,0.4205,1.1966,715.9546,FLD0003
2026-01-22,0.6870,0.4106,1.1632,716.4401,FLD0003
2026-01-27,0.6851,0.4092,1.1756,716.6391,FLD0003
2026-02-01,0.6884,0.4033,1.1107,715.1106,FLD0003
2026-02-06,0.7028,0.4079,1.1063,714.4549,FLD0003
2026-02-11,0.7119,0.4167,1.1427,714.9607,FLD0003
2026-02-16,0.6963,0.4223,1.1885,716.8519,FLD0003
2026-02-21,0.6803,0.4172,1.1560,717.0300,FLD0003
2026-02-26,0.6665,0.4189,1.1780,718.2331,FLD0003
2026-03-03,0.6506,0.4089,1.1054,717.5102,FLD0003
2026-03-08,0.6279,0.3971,1.0332,717.0454,FLD0003
2026-03-13,0.6045,0.3885,0.9904,717.2440,FLD0003
2026-03-18,0.5859,0.3854,0.9971,718.7829,FLD0003
2026-03-23,0.5864,0.3872,0.9971,718.7389,FLD0003
2026-03-28,0.5903,0.3923,1.0197,719.6416,FLD0003
2026-04-02,0.5936,0.3856,0.9790,718.6501,FLD0003
2026-04-07,0.5791,0.3740,0.9290,718.1811,FLD0003
2026-04-12,0.5654,0.3646,0.8770,717.3961,FLD0003
2026-04-17,0.5474,0.3564,0.8429,718.0830,FLD0003
2026-04-22,0.5381,0.3483,0.7974,717.2882,FLD0003
2026-04-27,0.5175,0.3381,0.7547,717.2253,FLD0003
2026-05-02,0.4926,0.3235,0.6936,716.8728,FLD0003
2026-05-07,0.4682,0.3072,0.6469,717.3703,FLD0003
2026-05-12,0.4556,0.3026,0.6144,716.7711,FLD0003
2026-05-17,0.4536,0.3076,0.6264,717.1149,FLD0003
2026-05-22,0.4727,0.3172,0.6479,716.5508,FLD0003
2026-05-27,0.4877,0.3306,0.6928,717.2240,FLD0003
2026-06-01,0.5178,0.3518,0.7974,718.1708,FLD0003
2026-06-06,0.5628,0.3752,0.9379,718.9605,FLD0003
2026-06-11,0.6002,0.3962,1.0534,718.4755,FLD0003
2026-06-16,0.6307,0.4095,1.1354,717.6311,FLD0003
2026-06-21,0.6596,0.4191,1.1842,716.6316,FLD0003
2026-06-26,0.6674,0.4215,1.1946,716.6460,FLD0003
2026-07-01,0.6763,0.4247,1.2113,716.6445,FLD0003
2026-07-06,,,,,FLD0003
2026-07-11,,,,,FLD0003
2026-07-16,,,,,FLD0003
2026-07-21,,,,,FLD0003
2026-07-26,,,,,FLD0003
2026-07-31,,,,,FLD0003
2026-08-05,,,,,FLD0003
2026-08-10,,,,,FLD0003
2026-08-15,,,,,FLD0003
2026-08-20,,,,,FLD0003
2026-08-25,0.7973,0.4681,1.4369,715.6212,FLD0003
2026-08-30,0.8152,0.4726,1.4566,715.1421,FLD0003
2026-09-04,0.8141,0.4755,1.4785,715.7247,FLD0003
2026-09-09,0.8042,0.4776,1.5014,716.7899,FLD0003
2026-09-14,0.7857,0.4789,1.5254,718.3377,FLD0003
2026-09-19,,,,,FLD0003
2025-06-01,,,,,FLD0004
2025-06-06,,,,,FLD0004
2025-06-11,,,,,FLD0004
2025-06-16,,,,,FLD0004
2025-06-21,,,,,FLD0004
2025-06-26,,,,,FLD0004
2025-07-01,,,,,FLD0004
2025-07-06,,,,,FLD0004
2025-07-11,,,,,FLD0004
2025-07-16,,,,,FLD0004
2025-07-21,,,,,FLD0004
2025-07-26,,,,,FLD0004
2025-07-31,,,,,FLD0004
2025-08-05,,,,,FLD0004
2025-08-10,,,,,FLD0004
2025-08-15,,,,,FLD0004
2025-08-20,,,,,FLD0004
2025-08-25,,,,,FLD0004
2025-08-30,,,,,FLD0004
2025-09-04,,,,,FLD0004
2025-09-09,,,,,FLD0004
2025-09-14,,,,,FLD0004
2025-09-19,,,,,FLD0004
2025-09-24,,,,,FLD0004
2025-09-29,,,,,FLD0004
2025-10-04,,,,,FLD0004
2025-10-09,,,,,FLD0004
2025-10-14,,,,,FLD0004
2025-10-19,,,,,FLD0004
2025-10-24,,,,,FLD0004
2025-10-29,,,,,FLD0004
2025-11-03,,,,,FLD0004
2025-11-08,,,,,FLD0004
2025-11-13,,,,,FLD0004
2025-11-18,,,,,FLD0004
2025-11-23,,,,,FLD0004
2025-11-28,,,,,FLD0004
2025-12-03,,,,,FLD0004
2025-12-08,0.7003,0.3993,1.2210,714.9758,FLD0004
2025-12-13,0.6924,0.3945,1.2036,715.0575,FLD0004
2025-12-18,0.6845,0.3898,1.1862,715.1392,FLD0004
2025-12-23,0.6766,0.3850,1.1688,715.2209,FLD0004
2025-12-28,,,,,FLD0004
2026-01-02,,,,,FLD0004
2026-01-07,,,,,FLD0004
2026-01-12,0.6451,0.3660,1.0993,715.5475,FLD0004
2026-01-17,0.6391,0.3618,1.0906,715.6264,FLD0004
2026-01-22,0.6287,0.3561,1.0617,715.7252,FLD0004
2026-01-27,0.6147,0.3497,1.0153,715.8129,FLD0004
2026-02-01,0.5997,0.3438,0.9637,715.8572,FLD0004
2026-02-06,0.5864,0.3393,0.9183,715.8428,FLD0004
2026-02-11,0.5769,0.3365,0.8897,715.7712,FLD0004
2026-02-16,0.5732,0.3358,0.8875,715.6610,FLD0004
2026-02-21,0.5687,0.3348,0.8817,715.5603,FLD0004
2026-02-26,0.5636,0.3336,0.8735,715.4637,FLD0004
2026-03-03,0.5580,0.3321,0.8621,715.2338,FLD0004
2026-03-08,0.5531,0.3309,0.8547,715.1705,FLD0004
2026-03-13,0.5498,0.3305,0.8582,715.5575,FLD0004
2026-03-18,0.5486,0.3310,0.8754,716.5115,FLD0004
2026-03-23,0.5493,0.3323,0.9051,717.9823,FLD0004
2026-03-28,0.5507,0.3344,0.9472,720.0111,FLD0004
2026-04-02,0.5523,0.3360,0.9808,721.6343,FLD0004
2026-04-07,0.5550,0.3371,0.9960,722.3539,FLD0004
2026-04-12,0.5607,0.3371,0.9829,721.7541,FLD0004
2026-04-17,0.5740,0.3421,0.9820,720.4591,FLD0004
2026-04-22,0.5580,0.3322,0.9264,719.6339,FLD0004
2026-04-27,0.5403,0.3206,0.8663,718.9679,FLD0004
2026-05-02,0.5271,0.3114,0.8202,718.6135,FLD0004
2026-05-07,0.5120,0.3019,0.7965,719.5559,FLD0004
2026-05-12,0.5114,0.3015,0.7768,719.5683,FLD0004
2026-05-17,0.5294,0.3153,0.7958,718.8411,FLD0004
2026-05-22,0.5308,0.3223,0.7845,718.1170,FLD0004
2026-05-27,0.5433,0.3337,0.7891,716.6792,FLD0004
2026-06-01,0.5595,0.3460,0.8188,715.5925,FLD0004
2026-06-06,0.5663,0.3525,0.8712,716.1561,FLD0004
2026-06-11,0.5735,0.3595,0.9195,716.5643,FLD0004
2026-06-16,,,,,FLD0004
2026-06-21,,,,,FLD0004
2026-06-26,,,,,FLD0004
2026-07-01,,,,,FLD0004
2026-07-06,,,,,FLD0004
2026-07-11,,,,,FLD0004
2026-07-16,,,,,FLD0004
2026-07-21,,,,,FLD0004
2026-07-26,,,,,FLD0004
2026-07-31,,,,,FLD0004
2026-08-05,,,,,FLD0004
2026-08-10,,,,,FLD0004
2026-08-15,,,,,FLD0004
2026-08-20,,,,,FLD0004
2026-08-25,0.6909,0.4699,1.6106,720.6823,FLD0004
2026-08-30,0.6987,0.4773,1.6567,720.9568,FLD0004
2026-09-04,0.7066,0.4846,1.7028,721.2314,FLD0004
2026-09-09,0.7144,0.4920,1.7489,721.5059,FLD0004
2026-09-14,,,,,FLD0004
2026-09-19,,,,,FLD0004
2025-06-01,,,,,FLD0005
2025-06-06,,,,,FLD0005
2025-06-11,,,,,FLD0005
2025-06-16,,,,,FLD0005
2025-06-21,,,,,FLD0005
2025-06-26,,,,,FLD0005
2025-07-01,,,,,FLD0005
2025-07-06,,,,,FLD0005
2025-07-11,,,,,FLD0005
2025-07-16,,,,,FLD0005
2025-07-21,,,,,FLD0005
2025-07-26,,,,,FLD0005
2025-07-31,,,,,FLD0005
2025-08-05,,,,,FLD0005
2025-08-10,,,,,FLD0005
2025-08-15,,,,,FLD0005
2025-08-20,,,,,FLD0005
2025-08-25,,,,,FLD0005
2025-08-30,,,,,FLD0005
2025-09-04,,,,,FLD0005
2025-09-09,,,,,FLD0005
2025-09-14,,,,,FLD0005
2025-09-19,,,,,FLD0005
2025-09-24,,,,,FLD0005
2025-09-29,,,,,FLD0005
2025-10-04,,,,,FLD0005
2025-10-09,,,,,FLD0005
2025-10-14,,,,,FLD0005
2025-10-19,,,,,FLD0005
2025-10-24,,,,,FLD0005
2025-10-29,,,,,FLD0005
2025-11-03,,,,,FLD0005
2025-11-08,,,,,FLD0005
2025-11-13,,,,,FLD0005
2025-11-18,,,,,FLD0005
2025-11-23,,,,,FLD0005
2025-11-28,,,,,FLD0005
2025-12-03,,,,,FLD0005
2025-12-08,0.7706,0.4299,1.2076,714.3007,FLD0005
2025-12-13,0.7610,0.4285,1.1900,714.8368,FLD0005
2025-12-18,0.7513,0.4270,1.1724,715.3728,FLD0005
2025-12-23,0.7417,0.4256,1.1549,715.9089,FLD0005
2025-12-28,,,,,FLD0005
2026-01-02,0.7224,0.4227,1.1198,716.9810,FLD0005
2026-01-07,0.7093,0.4215,1.1026,717.9094,FLD0005
2026-01-12,0.7138,0.4242,1.0902,717.7828,FLD0005
2026-01-17,0.7002,0.4145,1.0664,717.5375,FLD0005
2026-01-22,0.6721,0.3979,1.0178,716.1902,FLD0005
2026-01-27,0.6583,0.3834,0.9823,715.6826,FLD0005
2026-02-01,0.6422,0.3735,0.9437,715.3380,FLD0005
2026-02-06,0.6248,0.3684,0.9376,715.8518,FLD0005
2026-02-11,0.6306,0.3725,0.9735,715.9408,FLD0005
2026-02-16,0.6267,0.3717,1.0235,716.3011,FLD0005
2026-02-21,0.6255,0.3735,1.0652,715.7133,FLD0005
2026-02-26,0.6489,0.3824,1.1154,715.7767,FLD0005
2026-03-03,0.6718,0.3930,1.1109,714.9173,FLD0005
2026-03-08,0.6973,0.4104,1.1896,714.9584,FLD0005
2026-03-13,0.7170,0.4279,1.2994,715.7140,FLD0005
2026-03-18,0.7246,0.4404,1.3946,716.8412,FLD0005
2026-03-23,0.7177,0.4447,1.4416,717.9845,FLD0005
2026-03-28,0.6917,0.4376,1.4105,719.0566,FLD0005
2026-04-02,0.6721,0.4241,1.2863,718.1798,FLD0005
2026-04-07,0.6671,0.4201,1.2409,717.7811,FLD0005
2026-04-12,0.6804,0.4276,1.2762,717.5867,FLD0005
2026-04-17,0.7004,0.4434,1.3828,718.0884,FLD0005
2026-04-22,0.7130,0.4476,1.4240,717.6924,FLD0005
2026-04-27,0.7001,0.4401,1.4007,717.5507,FLD0005
2026-05-02,0.6745,0.4241,1.3110,716.6922,FLD0005
2026-05-07,0.6245,0.3963,1.1902,716.5571,FLD0005
2026-05-12,0.5975,0.3854,1.1364,716.4035,FLD0005
2026-05-17,0.5867,0.3872,1.1543,716.7588,FLD0005
2026-05-22,0.5886,0.3874,1.1531,716.3820,FLD0005
2026-05-27,0.5843,0.3901,1.1756,717.1445,FLD0005
2026-06-01,0.6042,0.3996,1.2319,717.7680,FLD0005
2026-06-06,0.6352,0.4071,1.2887,717.9412,FLD0005
2026-06-11,0.6885,0.4250,1.3636,717.2104,FLD0005
2026-06-16,0.7376,0.4416,1.4308,716.1975,FLD0005
2026-06-21,0.7662,0.4529,1.4818,715.5922,FLD0005
2026-06-26,0.7605,0.4562,1.5116,716.1317,FLD0005
2026-07-01,0.7593,0.4605,1.5445,716.5527,FLD0005
2026-07-06,,,,,FLD0005
2026-07-11,,,,,FLD0005
2026-07-16,,,,,FLD0005
2026-07-21,,,,,FLD0005
2026-07-26,,,,,FLD0005
2026-07-31,,,,,FLD0005
2026-08-05,,,,,FLD0005
2026-08-10,,,,,FLD0005
2026-08-15,,,,,FLD0005
2026-08-20,,,,,FLD0005
2026-08-25,0.7785,0.5159,1.9275,720.1451,FLD0005
2026-08-30,0.7803,0.5209,1.9624,720.4717,FLD0005
2026-09-04,0.7820,0.5259,1.9972,720.7983,FLD0005
2026-09-09,0.7837,0.5310,2.0320,721.1249,FLD0005
2026-09-14,,,,,FLD0005
2026-09-19,,,,,FLD0005
2025-06-01,,,,,FLD0006
2025-06-06,,,,,FLD0006
2025-06-11,,,,,FLD0006
2025-06-16,,,,,FLD0006
2025-06-21,,,,,FLD0006
2025-06-26,,,,,FLD0006
2025-07-01,,,,,FLD0006
2025-07-06,,,,,FLD0006
2025-07-11,,,,,FLD0006
2025-07-16,,,,,FLD0006
2025-07-21,,,,,FLD0006
2025-07-26,,,,,FLD0006
2025-07-31,,,,,FLD0006
2025-08-05,,,,,FLD0006
2025-08-10,,,,,FLD0006
2025-08-15,,,,,FLD0006
2025-08-20,,,,,FLD0006
2025-08-25,,,,,FLD0006
2025-08-30,,,,,FLD0006
2025-09-04,,,,,FLD0006
2025-09-09,,,,,FLD0006
2025-09-14,,,,,FLD0006
2025-09-19,,,,,FLD0006
2025-09-24,,,,,FLD0006
2025-09-29,,,,,FLD0006
2025-10-04,,,,,FLD0006
2025-10-09,,,,,FLD0006
2025-10-14,,,,,FLD0006
2025-10-19,,,,,FLD0006
2025-10-24,,,,,FLD0006
2025-10-29,,,,,FLD0006
2025-11-03,,,,,FLD0006
2025-11-08,,,,,FLD0006
2025-11-13,,,,,FLD0006
2025-11-18,,,,,FLD0006
2025-11-23,,,,,FLD0006
2025-11-28,,,,,FLD0006
2025-12-03,,,,,FLD0006
2025-12-08,0.7864,0.4368,1.3271,714.3443,FLD0006
2025-12-13,0.7733,0.4328,1.3132,714.6620,FLD0006
2025-12-18,0.7601,0.4289,1.2994,714.9797,FLD0006
2025-12-23,0.7469,0.4250,1.2855,715.2974,FLD0006
2025-12-28,,,,,FLD0006
2026-01-02,,,,,FLD0006
2026-01-07,,,,,FLD0006
2026-01-12,0.6941,0.4093,1.2300,716.5683,FLD0006
2026-01-17,0.6793,0.4059,1.2321,717.2263,FLD0006
2026-01-22,0.6683,0.4010,1.1985,717.1296,FLD0006
2026-01-27,0.6605,0.3955,1.1306,716.2959,FLD0006
2026-02-01,0.6513,0.3901,1.0329,714.8067,FLD0006
2026-02-06,0.6441,0.3876,0.9695,714.1688,FLD0006
2026-02-11,0.6414,0.3895,0.9667,714.6641,FLD0006
2026-02-16,0.6431,0.3958,1.0340,716.2334,FLD0006
2026-02-21,0.6538,0.4032,1.1053,717.3590,FLD0006
2026-02-26,0.6696,0.4108,1.1625,717.6960,FLD0006
2026-03-03,0.6834,0.4157,1.1744,716.7578,FLD0006
2026-03-08,0.6983,0.4249,1.2155,716.5194,FLD0006
2026-03-13,0.7117,0.4357,1.2789,716.8351,FLD0006
2026-03-18,0.7216,0.4458,1.3535,717.4620,FLD0006
2026-03-23,0.7271,0.4534,1.4292,718.1867,FLD0006
